qPCR_plate,short_label,cq_well_position,clean_ID
qpcr_pl8,G12_PlDNA1,G05,G12_CviMVP_PlDNA_1_SG_1458_f3ca3ad9
qpcr_pl8,H12_PlDNA1,H05,H12_CviMVP_PlDNA_1_SG_1383_ef032876
qpcr_pl8,A12_PlDNA1,A06,A12_CviMVP_PlDNA_1_SG_1258_b240dd80
qpcr_pl8,B12_PlDNA1,B06,B12_CviMVP_PlDNA_1_SG_1573_b976a26c
qpcr_pl8,C12_PlDNA1,C06,C12_CviMVP_PlDNA_1_SG_1610_aa188751
qpcr_pl8,D12_PlDNA1,D06,D12_CviMVP_PlDNA_1_SG_1891_20df4068
qpcr_pl8,E12_PlDNA1,E06,E12_CviMVP_PlDNA_1_SG_1894_fdb855b9
qpcr_pl8,F12_PlDNA1,F06,F12_CviMVP_PlDNA_1_SG_1884_2e4c4b0b
qpcr_pl8,G12_PlDNA1,G06,G12_CviMVP_PlDNA_1_SG_1458_f3ca3ad9
qpcr_pl8,H12_PlDNA1,H06,H12_CviMVP_PlDNA_1_SG_1383_ef032876
qpcr_pl8,H1_PlDNA2,A07,H1_CviMVP_PlDNA_2_SG_1581_5b837c25
qpcr_pl8,G1_PlDNA2,B07,G1_CviMVP_PlDNA_2_SG_1049_2c29990f
qpcr_pl8,F1_PlDNA2,C07,NA
qpcr_pl8,E1_PlDNA2,D07,E1_CviMVP_PlDNA_2_SG_1629_d7b6cad8
qpcr_pl8,D1_PlDNA2,E07,D1_CviMVP_PlDNA_2_SG_1215_3fb7a765
qpcr_pl8,C1_PlDNA2,F07,C1_CviMVP_PlDNA_2_SG_1048_9831ca6e
qpcr_pl8,B1_PlDNA2,G07,B1_CviMVP_PlDNA_2_SG_1912_e0a59721
qpcr_pl8,A1_PlDNA2,H07,A1_CviMVP_PlDNA_2_SG_1424_28f79e03
qpcr_pl8,H1_PlDNA2,A08,H1_CviMVP_PlDNA_2_SG_1581_5b837c25
qpcr_pl8,G1_PlDNA2,B08,G1_CviMVP_PlDNA_2_SG_1049_2c29990f
qpcr_pl8,F1_PlDNA2,C08,NA
qpcr_pl8,E1_PlDNA2,D08,E1_CviMVP_PlDNA_2_SG_1629_d7b6cad8
qpcr_pl8,D1_PlDNA2,E08,D1_CviMVP_PlDNA_2_SG_1215_3fb7a765
qpcr_pl8,C1_PlDNA2,F08,C1_CviMVP_PlDNA_2_SG_1048_9831ca6e
qpcr_pl8,B1_PlDNA2,G08,B1_CviMVP_PlDNA_2_SG_1912_e0a59721
qpcr_pl8,A1_PlDNA2,H08,A1_CviMVP_PlDNA_2_SG_1424_28f79e03
qpcr_pl8,A2_PlDNA2,A09,A2_CviMVP_PlDNA_2_SG_1687_c7405305
qpcr_pl8,C2_PlDNA2,B09,C2_CviMVP_PlDNA_2_SG_1334_394cabff
qpcr_pl8,D2_PlDNA2,C09,D2_CviMVP_PlDNA_2_SG_1219_418ed3df
qpcr_pl8,F2_PlDNA2,D09,F2_CviMVP_PlDNA_2_SG_1664_a2a4720a
qpcr_pl8,G2_PlDNA2,E09,G2_CviMVP_PlDNA_2_SG_1674_8114fa71
qpcr_pl8,H2_PlDNA2,F09,H2_CviMVP_PlDNA_2_SG_1696_9e0ab92a
qpcr_pl8,D3_PlDNA2,G09,D3_CviMVP_PlDNA_2_SG.sharedLotterhosPuritz_1519_a6d73b27
qpcr_pl8,E3_PlDNA2,H09,E3_CviMVP_PlDNA_2_SG_1778_9d581faa
qpcr_pl8,A2_PlDNA2,A10,A2_CviMVP_PlDNA_2_SG_1687_c7405305
qpcr_pl8,C2_PlDNA2,B10,C2_CviMVP_PlDNA_2_SG_1334_394cabff
qpcr_pl8,D2_PlDNA2,C10,D2_CviMVP_PlDNA_2_SG_1219_418ed3df
qpcr_pl8,F2_PlDNA2,D10,F2_CviMVP_PlDNA_2_SG_1664_a2a4720a
qpcr_pl8,G2_PlDNA2,E10,G2_CviMVP_PlDNA_2_SG_1674_8114fa71
qpcr_pl8,H2_PlDNA2,F10,H2_CviMVP_PlDNA_2_SG_1696_9e0ab92a
qpcr_pl8,D3_PlDNA2,G10,D3_CviMVP_PlDNA_2_SG.sharedLotterhosPuritz_1519_a6d73b27
qpcr_pl8,E3_PlDNA2,H10,E3_CviMVP_PlDNA_2_SG_1778_9d581faa
qpcr_pl8,F10_PlDNA1,B11,F10_CviMVP_PlDNA_1_SG_1613_b2783401
qpcr_pl8,G10_PlDNA1,C11,G10_CviMVP_PlDNA_1_SG_1115_167ef2dd
qpcr_pl8,H10_PlDNA1,D11,H10_CviMVP_PlDNA_1_SG_1436_277e755d
qpcr_pl8,H5_PlDNA1,E11,H5_CviMVP_PlDNA_1_SG_1582_4d5c48a7
qpcr_pl8,B3_PlDNA2,F11,B3_CviMVP_PlDNA_2_SG_1823_b35e54f9
qpcr_pl8,F10_PlDNA1,B12,F10_CviMVP_PlDNA_1_SG_1613_b2783401
qpcr_pl8,G10_PlDNA1,C12,G10_CviMVP_PlDNA_1_SG_1115_167ef2dd
qpcr_pl8,H10_PlDNA1,D12,H10_CviMVP_PlDNA_1_SG_1436_277e755d
qpcr_pl8,H5_PlDNA1,E12,H5_CviMVP_PlDNA_1_SG_1582_4d5c48a7
qpcr_pl8,B3_PlDNA2,F12,B3_CviMVP_PlDNA_2_SG_1823_b35e54f9
qpcr_pl9,A4_PlDNA2,A03,A4_CviMVP_PlDNA_2_SG_1085_b7bb9f04
qpcr_pl9,B4_PlDNA2,B03,B4_CviMVP_PlDNA_2_SG_1824_dd7f9914
qpcr_pl9,C4_PlDNA2,C03,C4_CviMVP_PlDNA_2_SG_1812_a1aacc78
qpcr_pl9,D4_PlDNA2,D03,D4_CviMVP_PlDNA_2_SG_1365_862540eb
qpcr_pl9,E4_PlDNA2,E03,E4_CviMVP_PlDNA_2_SG_1182_badaacbd
qpcr_pl9,F4_PlDNA2,F03,F4_CviMVP_PlDNA_2_SG_1186_8c0d3239
qpcr_pl9,G4_PlDNA2,G03,G4_CviMVP_PlDNA_2_SG_1184_7c2aa22d
qpcr_pl9,H4_PlDNA2,H03,H4_CviMVP_PlDNA_2_SG_1303_bb38f6e1
qpcr_pl9,A4_PlDNA2,A04,A4_CviMVP_PlDNA_2_SG_1085_b7bb9f04
qpcr_pl9,B4_PlDNA2,B04,B4_CviMVP_PlDNA_2_SG_1824_dd7f9914
qpcr_pl9,C4_PlDNA2,C04,C4_CviMVP_PlDNA_2_SG_1812_a1aacc78
qpcr_pl9,D4_PlDNA2,D04,D4_CviMVP_PlDNA_2_SG_1365_862540eb
qpcr_pl9,E4_PlDNA2,E04,E4_CviMVP_PlDNA_2_SG_1182_badaacbd
qpcr_pl9,F4_PlDNA2,F04,F4_CviMVP_PlDNA_2_SG_1186_8c0d3239
qpcr_pl9,G4_PlDNA2,G04,G4_CviMVP_PlDNA_2_SG_1184_7c2aa22d
qpcr_pl9,H4_PlDNA2,H04,H4_CviMVP_PlDNA_2_SG_1303_bb38f6e1
qpcr_pl9,A5_PlDNA2,A05,A5_CviMVP_PlDNA_2_SG_1050_f357cf40
qpcr_pl9,B5_PlDNA2,B05,B5_CviMVP_PlDNA_2_SG_1409_e556ee36
qpcr_pl9,C5_PlDNA2,C05,C5_CviMVP_PlDNA_2_SG.sharedLotterhosPuritz_3044_dfab1eb6
qpcr_pl9,D5_PlDNA2,D05,D5_CviMVP_PlDNA_2_SG_1909_21c2d575
qpcr_pl9,E5_PlDNA2,E05,E5_CviMVP_PlDNA_2_SG_1218_72ed5589
qpcr_pl9,F5_PlDNA2,F05,F5_CviMVP_PlDNA_2_SG_1641_42f8af9b
qpcr_pl9,G5_PlDNA2,G05,G5_CviMVP_PlDNA_2_SG_1027_8151ca73
qpcr_pl9,H5_PlDNA2,H05,H5_CviMVP_PlDNA_2_SG_1054_bb651ac2
qpcr_pl9,A5_PlDNA2,A06,A5_CviMVP_PlDNA_2_SG_1050_f357cf40
qpcr_pl9,B5_PlDNA2,B06,B5_CviMVP_PlDNA_2_SG_1409_e556ee36
qpcr_pl9,C5_PlDNA2,C06,C5_CviMVP_PlDNA_2_SG.sharedLotterhosPuritz_3044_dfab1eb6
qpcr_pl9,D5_PlDNA2,D06,D5_CviMVP_PlDNA_2_SG_1909_21c2d575
qpcr_pl9,E5_PlDNA2,E06,E5_CviMVP_PlDNA_2_SG_1218_72ed5589
qpcr_pl9,F5_PlDNA2,F06,F5_CviMVP_PlDNA_2_SG_1641_42f8af9b
qpcr_pl9,G5_PlDNA2,G06,G5_CviMVP_PlDNA_2_SG_1027_8151ca73
qpcr_pl9,H5_PlDNA2,H06,H5_CviMVP_PlDNA_2_SG_1054_bb651ac2
qpcr_pl9,A6_PlDNA2,A07,A6_CviMVP_PlDNA_2_SG_1061_0b870f2b
qpcr_pl9,B6_PlDNA2,B07,B6_CviMVP_PlDNA_2_SG_1429_7aee0526
qpcr_pl9,D6_PlDNA2,C07,D6_CviMVP_PlDNA_2_SG_1715_3df8d222
qpcr_pl9,E6_PlDNA2,D07,E6_CviMVP_PlDNA_2_SG_1418_ce942e72
qpcr_pl9,F6_PlDNA2,E07,F6_CviMVP_PlDNA_2_SG.sharedLotterhosPuritz_1496_13dadaa0
qpcr_pl9,G6_PlDNA2,F07,G6_CviMVP_PlDNA_2_SG_1138_2a7224fb
qpcr_pl9,H6_PlDNA2,G07,H6_CviMVP_PlDNA_2_SG.sharedLotterhosPuritz_3029_b178cb91
qpcr_pl9,F8_PlDNA2,H07,F8_CviMVP_PlDNA_2_SG_1552_5d51308b
qpcr_pl9,A6_PlDNA2,A08,A6_CviMVP_PlDNA_2_SG_1061_0b870f2b
qpcr_pl9,B6_PlDNA2,B08,B6_CviMVP_PlDNA_2_SG_1429_7aee0526
qpcr_pl9,D6_PlDNA2,C08,D6_CviMVP_PlDNA_2_SG_1715_3df8d222
qpcr_pl9,E6_PlDNA2,D08,E6_CviMVP_PlDNA_2_SG_1418_ce942e72
qpcr_pl9,F6_PlDNA2,E08,F6_CviMVP_PlDNA_2_SG.sharedLotterhosPuritz_1496_13dadaa0
qpcr_pl9,G6_PlDNA2,F08,G6_CviMVP_PlDNA_2_SG_1138_2a7224fb
qpcr_pl9,H6_PlDNA2,G08,H6_CviMVP_PlDNA_2_SG.sharedLotterhosPuritz_3029_b178cb91
qpcr_pl9,F8_PlDNA2,H08,F8_CviMVP_PlDNA_2_SG_1552_5d51308b
qpcr_pl9,A7_PlDNA2,A09,A7_CviMVP_PlDNA_2_SG_1925_7c410165
qpcr_pl9,B7_PlDNA2,B09,B7_CviMVP_PlDNA_2_SG_1666_33d19e4e
qpcr_pl9,D7_PlDNA2,C09,D7_CviMVP_PlDNA_2_SG_1105_cf668f83
qpcr_pl9,E7_PlDNA2,D09,E7_CviMVP_PlDNA_2_SG_1671_94d35d0a
qpcr_pl9,F7_PlDNA2,E09,F7_CviMVP_PlDNA_2_SG_1029_1709b6fc
qpcr_pl9,G7_PlDNA2,F09,G7_CviMVP_PlDNA_2_SG_1299_b1a66ac8
qpcr_pl9,H7_PlDNA2,G09,H7_CviMVP_PlDNA_2_SG_1800_6455f4be
qpcr_pl9,G8_PlDNA2,H09,G8_CviMVP_PlDNA_2_SG_1570_998e65c4
qpcr_pl9,A7_PlDNA2,A10,A7_CviMVP_PlDNA_2_SG_1925_7c410165
qpcr_pl9,B7_PlDNA2,B10,B7_CviMVP_PlDNA_2_SG_1666_33d19e4e
qpcr_pl9,D7_PlDNA2,C10,D7_CviMVP_PlDNA_2_SG_1105_cf668f83
qpcr_pl9,E7_PlDNA2,D10,E7_CviMVP_PlDNA_2_SG_1671_94d35d0a
qpcr_pl9,F7_PlDNA2,E10,F7_CviMVP_PlDNA_2_SG_1029_1709b6fc
qpcr_pl9,G7_PlDNA2,F10,G7_CviMVP_PlDNA_2_SG_1299_b1a66ac8
qpcr_pl9,H7_PlDNA2,G10,H7_CviMVP_PlDNA_2_SG_1800_6455f4be
qpcr_pl9,G8_PlDNA2,H10,G8_CviMVP_PlDNA_2_SG_1570_998e65c4
qpcr_pl9,A8_PlDNA2,B11,A8_CviMVP_PlDNA_2_SG_1686_184fe4d7
qpcr_pl9,B8_PlDNA2,C11,B8_CviMVP_PlDNA_2_SG_1662_1f53eaa1
qpcr_pl9,C8_PlDNA2,D11,C8_CviMVP_PlDNA_2_SG_1384_24b58700
qpcr_pl9,D8_PlDNA2,E11,D8_CviMVP_PlDNA_2_SG.sharedLotterhosPuritz_1526_8fde2a0e
qpcr_pl9,E8_PlDNA2,F11,E8_CviMVP_PlDNA_2_SG_1356_4295d929
qpcr_pl9,A8_PlDNA2,B12,A8_CviMVP_PlDNA_2_SG_1686_184fe4d7
qpcr_pl9,B8_PlDNA2,C12,B8_CviMVP_PlDNA_2_SG_1662_1f53eaa1
qpcr_pl9,C8_PlDNA2,D12,C8_CviMVP_PlDNA_2_SG_1384_24b58700
qpcr_pl9,D8_PlDNA2,E12,D8_CviMVP_PlDNA_2_SG.sharedLotterhosPuritz_1526_8fde2a0e
qpcr_pl9,E8_PlDNA2,F12,E8_CviMVP_PlDNA_2_SG_1356_4295d929
qpcr_pl10,A9_PlDNA2,A03,A9_CviMVP_PlDNA_2_SG_1628_5510ba60
qpcr_pl10,B9_PlDNA2,B03,B9_CviMVP_PlDNA_2_SG.sharedLotterhosPuritz_3043_e541bd45
qpcr_pl10,C9_PlDNA2,C03,C9_CviMVP_PlDNA_2_SG_1032_6655cc76
qpcr_pl10,D9_PlDNA2,D03,D9_CviMVP_PlDNA_2_SG.sharedLotterhosPuritz_1509_242c6773
qpcr_pl10,E9_PlDNA2,E03,E9_CviMVP_PlDNA_2_SG.sharedLotterhosPuritz_1483_dcff5b0d
qpcr_pl10,F9_PlDNA2,F03,F9_CviMVP_PlDNA_2_SG.sharedLotterhosPuritz_1494_7e8e3848
qpcr_pl10,G9_PlDNA2,G03,G9_CviMVP_PlDNA_2_SG.sharedLotterhosPuritz_3049_23480dce
qpcr_pl10,H9_PlDNA2,H03,H9_CviMVP_PlDNA_2_SG.sharedLotterhosPuritz_1495_6dd58e52
qpcr_pl10,A9_PlDNA2,A04,A9_CviMVP_PlDNA_2_SG_1628_5510ba60
qpcr_pl10,B9_PlDNA2,B04,B9_CviMVP_PlDNA_2_SG.sharedLotterhosPuritz_3043_e541bd45
qpcr_pl10,C9_PlDNA2,C04,C9_CviMVP_PlDNA_2_SG_1032_6655cc76
qpcr_pl10,D9_PlDNA2,D04,D9_CviMVP_PlDNA_2_SG.sharedLotterhosPuritz_1509_242c6773
qpcr_pl10,E9_PlDNA2,E04,E9_CviMVP_PlDNA_2_SG.sharedLotterhosPuritz_1483_dcff5b0d
qpcr_pl10,F9_PlDNA2,F04,F9_CviMVP_PlDNA_2_SG.sharedLotterhosPuritz_1494_7e8e3848
qpcr_pl10,G9_PlDNA2,G04,G9_CviMVP_PlDNA_2_SG.sharedLotterhosPuritz_3049_23480dce
qpcr_pl10,H9_PlDNA2,H04,H9_CviMVP_PlDNA_2_SG.sharedLotterhosPuritz_1495_6dd58e52
qpcr_pl10,A10_PlDNA2,A05,A10_CviMVP_PlDNA_2_SG_1170_5ceaf20a
qpcr_pl10,B10_PlDNA2,B05,B10_CviMVP_PlDNA_2_SG.sharedLotterhosPuritz_1729_09f98c5b
qpcr_pl10,C10_PlDNA2,C05,C10_CviMVP_PlDNA_2_SG.sharedLotterhosPuritz_3003_00b9719a
qpcr_pl10,D10_PlDNA2,D05,D10_CviMVP_PlDNA_2_SG_1146_b3a78220
qpcr_pl10,E10_PlDNA2,E05,E10_CviMVP_PlDNA_2_SG_1403_28de4b21
qpcr_pl10,F10_PlDNA2,F05,F10_CviMVP_PlDNA_2_SG_1151_2a064c70
qpcr_pl10,G10_PlDNA2,G05,G10_CviMVP_PlDNA_2_SG_1133_44703552
qpcr_pl10,A9_PlDNA8,H05,A9_CviMVP_PlDNA_8_SG_1412_25359cc5
qpcr_pl10,A10_PlDNA2,A06,A10_CviMVP_PlDNA_2_SG_1170_5ceaf20a
qpcr_pl10,B10_PlDNA2,B06,B10_CviMVP_PlDNA_2_SG.sharedLotterhosPuritz_1729_09f98c5b
qpcr_pl10,C10_PlDNA2,C06,C10_CviMVP_PlDNA_2_SG.sharedLotterhosPuritz_3003_00b9719a
qpcr_pl10,D10_PlDNA2,D06,D10_CviMVP_PlDNA_2_SG_1146_b3a78220
qpcr_pl10,E10_PlDNA2,E06,E10_CviMVP_PlDNA_2_SG_1403_28de4b21
qpcr_pl10,F10_PlDNA2,F06,F10_CviMVP_PlDNA_2_SG_1151_2a064c70
qpcr_pl10,G10_PlDNA2,G06,G10_CviMVP_PlDNA_2_SG_1133_44703552
qpcr_pl10,A9_PlDNA8,H06,A9_CviMVP_PlDNA_8_SG_1412_25359cc5
qpcr_pl10,A11_PlDNA2,A07,A11_CviMVP_PlDNA_2_SG_1782_fa92e3f5
qpcr_pl10,B11_PlDNA2,B07,B11_CviMVP_PlDNA_2_SG.sharedLotterhosPuritz_1531_a3123770
qpcr_pl10,C11_PlDNA2,C07,C11_CviMVP_PlDNA_2_SG.sharedLotterhosPuritz_1730_3947bb8f
qpcr_pl10,D11_PlDNA2,D07,D11_CviMVP_PlDNA_2_SG_1476_336c2b9f
qpcr_pl10,F11_PlDNA2,E07,F11_CviMVP_PlDNA_2_SG_1811_dabc6d9e
qpcr_pl10,G11_PlDNA2,F07,G11_CviMVP_PlDNA_2_SG.sharedLotterhosPuritz_1734_999220c1
qpcr_pl10,H11_PlDNA2,G07,H11_CviMVP_PlDNA_2_SG.sharedLotterhosPuritz_1527_c9330c62
qpcr_pl10,C3_PlDNA2,H07,C3_CviMVP_PlDNA_2_SG.sharedLotterhosPuritz_3017_c060f9a6
qpcr_pl10,A11_PlDNA2,A08,A11_CviMVP_PlDNA_2_SG_1782_fa92e3f5
qpcr_pl10,B11_PlDNA2,B08,B11_CviMVP_PlDNA_2_SG.sharedLotterhosPuritz_1531_a3123770
qpcr_pl10,C11_PlDNA2,C08,C11_CviMVP_PlDNA_2_SG.sharedLotterhosPuritz_1730_3947bb8f
qpcr_pl10,D11_PlDNA2,D08,D11_CviMVP_PlDNA_2_SG_1476_336c2b9f
qpcr_pl10,F11_PlDNA2,E08,F11_CviMVP_PlDNA_2_SG_1811_dabc6d9e
qpcr_pl10,G11_PlDNA2,F08,G11_CviMVP_PlDNA_2_SG.sharedLotterhosPuritz_1734_999220c1
qpcr_pl10,H11_PlDNA2,G08,H11_CviMVP_PlDNA_2_SG.sharedLotterhosPuritz_1527_c9330c62
qpcr_pl10,C3_PlDNA2,H08,C3_CviMVP_PlDNA_2_SG.sharedLotterhosPuritz_3017_c060f9a6
qpcr_pl10,A12_PlDNA2,A09,"A12_CviMVP_PlDNA_2_SG.sharedLotterhosPuritz_1538_cda643ef"
qpcr_pl10,B12_PlDNA2,B09,B12_CviMVP_PlDNA_2_SG_1624_f59660b5
qpcr_pl10,C12_PlDNA2,C09,C12_CviMVP_PlDNA_2_SG_1813_c02ddcb7
qpcr_pl10,D12_PlDNA2,D09,"D12_CviMVP_PlDNA_2_SG_1307_bc92137d"
qpcr_pl10,E12_PlDNA2,E09,E12_CviMVP_PlDNA_2_SG_1816_0d7068ff
qpcr_pl10,F12_PlDNA2,F09,F12_CviMVP_PlDNA_2_SG.sharedLotterhosPuritz_1854_49920960
qpcr_pl10,G12_PlDNA2,G09,G12_CviMVP_PlDNA_2_SG_1452_3e21ca6c
qpcr_pl10,H12_PlDNA2,H09,H12_CviMVP_PlDNA_2_SG_1371_c50dbc1e
qpcr_pl10,A12_PlDNA2,A10,"A12_CviMVP_PlDNA_2_SG.sharedLotterhosPuritz_1538_cda643ef"
qpcr_pl10,B12_PlDNA2,B10,B12_CviMVP_PlDNA_2_SG_1624_f59660b5
qpcr_pl10,C12_PlDNA2,C10,C12_CviMVP_PlDNA_2_SG_1813_c02ddcb7
qpcr_pl10,D12_PlDNA2,D10,"D12_CviMVP_PlDNA_2_SG_1307_bc92137d"
qpcr_pl10,E12_PlDNA2,E10,E12_CviMVP_PlDNA_2_SG_1816_0d7068ff
qpcr_pl10,F12_PlDNA2,F10,F12_CviMVP_PlDNA_2_SG.sharedLotterhosPuritz_1854_49920960
qpcr_pl10,G12_PlDNA2,G10,G12_CviMVP_PlDNA_2_SG_1452_3e21ca6c
qpcr_pl10,H12_PlDNA2,H10,H12_CviMVP_PlDNA_2_SG_1371_c50dbc1e
qpcr_pl10,F3_PlDNA2,B11,F3_CviMVP_PlDNA_2_SG.sharedLotterhosPuritz_3000_2720f423
qpcr_pl10,G3_PlDNA2,C11,G3_CviMVP_PlDNA_2_SG.sharedLotterhosPuritz_3028_9450ca97
qpcr_pl10,H8_PlDNA2,D11,H8_CviMVP_PlDNA_2_SG.sharedLotterhosPuritz_1516_405c32be
qpcr_pl10,H5_PlDNA2,E11,H5_CviMVP_PlDNA_2_SG_1054_bb651ac2
qpcr_pl10,A5_PlDNA2,F11,A5_CviMVP_PlDNA_2_SG_1050_f357cf40
qpcr_pl10,F3_PlDNA2,B12,F3_CviMVP_PlDNA_2_SG.sharedLotterhosPuritz_3000_2720f423
qpcr_pl10,G3_PlDNA2,C12,G3_CviMVP_PlDNA_2_SG.sharedLotterhosPuritz_3028_9450ca97
qpcr_pl10,H8_PlDNA2,D12,H8_CviMVP_PlDNA_2_SG.sharedLotterhosPuritz_1516_405c32be
qpcr_pl10,H5_PlDNA2,E12,H5_CviMVP_PlDNA_2_SG_1054_bb651ac2
qpcr_pl10,A5_PlDNA2,F12,A5_CviMVP_PlDNA_2_SG_1050_f357cf40
qpcr_pl11,A1_PlDNA3,A03,A1_CviMVP_PlDNA_3_SG_1639_db25a5c3
qpcr_pl11,B1_PlDNA3,B03,B1_CviMVP_PlDNA_3_SG_1701_4821db1f
qpcr_pl11,C1_PlDNA3,C03,C1_CviMVP_PlDNA_3_SG.sharedLotterhosPuritz_3036_408ed892
qpcr_pl11,D1_PlDNA3,D03,D1_CviMVP_PlDNA_3_SG_1039_1b561850
qpcr_pl11,E1_PlDNA3,E03,E1_CviMVP_PlDNA_3_SG_1031_1b3cca54
qpcr_pl11,F1_PlDNA3,F03,F1_CviMVP_PlDNA_3_SG_1642_8ae9c894
qpcr_pl11,G1_PlDNA3,G03,G1_CviMVP_PlDNA_3_SG_1152_e87ad87c
qpcr_pl11,H1_PlDNA3,H03,H1_CviMVP_PlDNA_3_SG_1604_97e84e04
qpcr_pl11,A1_PlDNA3,A04,A1_CviMVP_PlDNA_3_SG_1639_db25a5c3
qpcr_pl11,B1_PlDNA3,B04,B1_CviMVP_PlDNA_3_SG_1701_4821db1f
qpcr_pl11,C1_PlDNA3,C04,C1_CviMVP_PlDNA_3_SG.sharedLotterhosPuritz_3036_408ed892
qpcr_pl11,D1_PlDNA3,D04,D1_CviMVP_PlDNA_3_SG_1039_1b561850
qpcr_pl11,E1_PlDNA3,E04,E1_CviMVP_PlDNA_3_SG_1031_1b3cca54
qpcr_pl11,F1_PlDNA3,F04,F1_CviMVP_PlDNA_3_SG_1642_8ae9c894
qpcr_pl11,G1_PlDNA3,G04,G1_CviMVP_PlDNA_3_SG_1152_e87ad87c
qpcr_pl11,H1_PlDNA3,H04,H1_CviMVP_PlDNA_3_SG_1604_97e84e04
qpcr_pl11,A2_PlDNA3,A05,A2_CviMVP_PlDNA_3_SG_1423_43438d17
qpcr_pl11,C2_PlDNA3,B05,C2_CviMVP_PlDNA_3_SG_1051_b2f89cc5
qpcr_pl11,D2_PlDNA3,C05,D2_CviMVP_PlDNA_3_SG_1557_d47a231f
qpcr_pl11,E2_PlDNA3,D05,"E2_CviMVP_PlDNA_3_SG.sharedLotterhosPuritz_3032_9c42b30e"
qpcr_pl11,F2_PlDNA3,E05,F2_CviMVP_PlDNA_3_SG.sharedLotterhosPuritz_1486_97845837
qpcr_pl11,G2_PlDNA3,F05,G2_CviMVP_PlDNA_3_SG.sharedLotterhosPuritz_1732_312c1a7e
qpcr_pl11,H2_PlDNA3,G05,H2_CviMVP_PlDNA_3_SG_1784_29ba5533
qpcr_pl11,F5_PlDNA3,H05,F5_CviMVP_PlDNA_3_SG_1702_57acd977
qpcr_pl11,A2_PlDNA3,A06,A2_CviMVP_PlDNA_3_SG_1423_43438d17
qpcr_pl11,C2_PlDNA3,B06,C2_CviMVP_PlDNA_3_SG_1051_b2f89cc5
qpcr_pl11,D2_PlDNA3,C06,D2_CviMVP_PlDNA_3_SG_1557_d47a231f
qpcr_pl11,E2_PlDNA3,D06,"E2_CviMVP_PlDNA_3_SG.sharedLotterhosPuritz_3032_9c42b30e"
qpcr_pl11,F2_PlDNA3,E06,F2_CviMVP_PlDNA_3_SG.sharedLotterhosPuritz_1486_97845837
qpcr_pl11,G2_PlDNA3,F06,G2_CviMVP_PlDNA_3_SG.sharedLotterhosPuritz_1732_312c1a7e
qpcr_pl11,H2_PlDNA3,G06,H2_CviMVP_PlDNA_3_SG_1784_29ba5533
qpcr_pl11,F5_PlDNA3,H06,F5_CviMVP_PlDNA_3_SG_1702_57acd977
qpcr_pl11,A3_PlDNA3,A07,A3_CviMVP_PlDNA_3_SG.sharedLotterhosPuritz_1722_d9620874
qpcr_pl11,B3_PlDNA3,B07,B3_CviMVP_PlDNA_3_SG_1787_8a972806
qpcr_pl11,C3_PlDNA3,C07,C3_CviMVP_PlDNA_3_SG.sharedLotterhosPuritz_3023_12b47c5b
qpcr_pl11,D3_PlDNA3,D07,D3_CviMVP_PlDNA_3_SG_1286_59268f67
qpcr_pl11,E3_PlDNA3,E07,E3_CviMVP_PlDNA_3_SG_1141_da432123
qpcr_pl11,F3_PlDNA3,F07,F3_CviMVP_PlDNA_3_SG_1467_0471606e
qpcr_pl11,G3_PlDNA3,G07,G3_CviMVP_PlDNA_3_SG_1289_ce6a63ea
qpcr_pl11,H3_PlDNA3,H07,H3_CviMVP_PlDNA_3_SG_1791_6994d958
qpcr_pl11,A3_PlDNA3,A08,A3_CviMVP_PlDNA_3_SG.sharedLotterhosPuritz_1722_d9620874
qpcr_pl11,B3_PlDNA3,B08,B3_CviMVP_PlDNA_3_SG_1787_8a972806
qpcr_pl11,C3_PlDNA3,C08,C3_CviMVP_PlDNA_3_SG.sharedLotterhosPuritz_3023_12b47c5b
qpcr_pl11,D3_PlDNA3,D08,D3_CviMVP_PlDNA_3_SG_1286_59268f67
qpcr_pl11,E3_PlDNA3,E08,E3_CviMVP_PlDNA_3_SG_1141_da432123
qpcr_pl11,F3_PlDNA3,F08,F3_CviMVP_PlDNA_3_SG_1467_0471606e
qpcr_pl11,G3_PlDNA3,G08,G3_CviMVP_PlDNA_3_SG_1289_ce6a63ea
qpcr_pl11,H3_PlDNA3,H08,H3_CviMVP_PlDNA_3_SG_1791_6994d958
qpcr_pl11,A4_PlDNA3,A09,A4_CviMVP_PlDNA_3_SG.sharedLotterhosPuritz_1861_4b537e7a
qpcr_pl11,B4_PlDNA3,B09,B4_CviMVP_PlDNA_3_SG_1389_08911bbf
qpcr_pl11,C4_PlDNA3,C09,C4_CviMVP_PlDNA_3_SG_1575_5d10637a
qpcr_pl11,D4_PlDNA3,D09,D4_CviMVP_PlDNA_3_SG_1183_5414cc84
qpcr_pl11,E4_PlDNA3,E09,E4_CviMVP_PlDNA_3_SG_1898_e19706e2
qpcr_pl11,F4_PlDNA3,F09,F4_CviMVP_PlDNA_3_SG_1296_1006c251
qpcr_pl11,G4_PlDNA3,G09,G4_CviMVP_PlDNA_3_SG.sharedLotterhosPuritz_1518_4ff5ee3e
qpcr_pl11,H4_PlDNA3,H09,H4_CviMVP_PlDNA_3_SG.sharedLotterhosPuritz_1867_848c805c
qpcr_pl11,A4_PlDNA3,A10,A4_CviMVP_PlDNA_3_SG.sharedLotterhosPuritz_1861_4b537e7a
